collect_doc_no,doc_no,title,url,channel_name,site_name,source_name,collected_date,sentiment,hashtags,related_words,eval_words
14112312282,BL000000014112312282,압구정바 챕터쓰리 산토리 버번위스키 메이커스 마커스 등 6종 시음기,https://blog.naver.com/mjena09/224062943636,블로그,네이버블로그,은주로운생활,2025-11-03,긍정,"왓츠인마이블로그,2025블로그챌린지,산토리위스키,메이커스마크,베이즐헤이든,베이커스위스키,리젠트위스키,놉크릭,챕터쓰리바,게스트바텐딩,위스키클래스,위스키시음회,압구정바,위스키러버,위스키테이스팅,서울바투어","바디,허브,저녁,하루,시간,리뷰,초청,후기,작성,하이엔드,VIP,애호가,라인업,무료,시음,게스트,세션,깊이,마크,캐스트,스트렝스,기본,설명,진행,특징,알코올,인상적,캐릭터,단일,배럴,특유,오크,시트러스향,마지막,전형적,구조,숙성,배경,비교,경험,조합,시그니처,판매,구성,베이스,시소,동양적,표현,개인적,추천,개성,알콜향,완성,이름,총평,브랜드,체험,공간,정제,감각,리코타,크림,리코타치즈,와인식초,트러플오일,유자,라즈베리,트러플,샐러드,카라멜,말차초콜릿,버번위스키,위스키,버번,칵테일,말차,비트주스,레드와인,과일주,과일주스,마라떡볶이,마라로제,로제떡볶이,떡볶이,디저트,시음기,바텐딩,바닐라향,바디감,메뉴,트러플향,풍미,테이스팅,업체,클래스,마스터클래스,스모키,시음회,퍼포먼스,투어,마커,피크닉,캐스,철학,페어링,산토리,산토리 위스키,메이커스 마크,라프로익,마커스,김진환,요조,미국인,엠버서더,바텐더,압구정,미국,서울특별시","클래식하다,인지도 높다,추천하다,깊은 인상,뚜렷하다,최애,섬세하다,흥미롭다,깊이 있다,좋다,강하다,독창적이다,진하다,재미있다,완벽하다,인상적이다,돋보이다,인상 깊다,세련되다,감각적이다,어우러지다,깔끔하다,부드럽다,묵직하다,질감 돋보이다,가벼운 느낌,청량하다,향 감돌다,풍미 적다,스파이시하다,달콤하다,달달하다"
14125300008,BL000000014125300008,상암 이자카야 가성비 추천 미스터교자 상암동 2차 술집 맛집으로 인정,https://blog.naver.com/y_very_thing/224067649827,블로그,네이버블로그,조잘조잘 윤주log,2025-11-07,긍정,"상암가성비이자카야,상암가성비이자카야추천,상암동2차술집맛집,상암동2차술집이자카야,상암동가성비술집,상암가성비술집,미스터교자,야끼명물교자,치킨난반,토마토라면","기린,직장,영업시간,평일,주말,저녁,겨울,인정,주요정보,사용,가능,방문,이름,처음,서비스,분위기,후기,위치,감성,내부,컬러,모습,가격,공간,개인,취향,제외,조합,꿀팁,미소,방법,개인적,추파,주문,할인,탄산,종류,명물,밑바닥,사람,밥도둑,소문,순간,느낌,생각,저격,덕분,최고,총평,남자친구,추천,위장,보호,남자,친구,동료,친절,특별,메뉴,육질,해장,토마토맛,입맛,닭고기,고기,소금,후추,식초,타르타르소스,오렌지,레몬,토마토,생맥,맥주,하이볼,교자,잡채,안주류,안주,치킨난반,야끼교자,만두,튀김옷,토마토라면,국물,라면,치킨,바테이블,테이블,주소,전화번호,사진,월드컵,마커,데이트,민생회복 소비쿠폰,가성비,고물가시대,물가,술값,회사,할인가,직장동료,직원,근무,직장인,퇴근,위장보호,숙취,기린 생맥주,기린 이치방,미스타교자,사장,상암,이자카야,상암동,술집,맛집,서울특별시,마포구,월드컵북로,일본,대로변,언덕,본토,특별시,마포","유명하다,만족하다,숙취 없다,먹어보고 싶다,가고 싶다,추천하다,잘 어울리다,좋은 구성,녹진하다,가볍다,시원하다,맛집,달지않다,달달하다,당도 없다,바삭하다,새콤달콤하다,맛 이상하다,맛있다,안주 즐기다,깜깜하다,두툼하다,가성비 추천,가성비 좋다,값 장난 아니다,가득하다,마음 걸리다,좋다,즐겁다,적당하다,큰 장점,쉽다,청량감,즐기다,기대하다,실망하다,싫어하다,아쉽다,너무하다,완전하다,오렌지 귀엽다,귀엽다,아기자기하다,착하다,친절하다"
14130085290,BL000000014130085290,라스베가스 카지노 술집 바 루카(Bar LUCA) 카지노바,https://blog.naver.com/minsuuuus/224069340164,블로그,네이버블로그,개발하는 민수쓰의 걸어서 세계 여행,2025-11-08,긍정,"세계여행,해외여행,혼자여행,자유여행,미국여행,라스베가스여행,라스베가스,라스베이거스,라스베거스,바루카,BarLUCA,카지노바,카지노펍,베네시안호텔,라스베가스카지노펍,라스베가스카지노바,라스베가스현지인바,카지노술집","오늘,새벽,24시간,영업시간,미니,위치,소개,중앙,형태,구성,혼자,운영,기계,손님맞이,추천,주문,재미,단점,문화,근처,스트립,느낌,메뉴판,판매,가격,개인적,거품,센스,장난,시작,차감,진행,서비스,아웃,버튼,이득,판단,개인,요청,포즈,마실,장소,현지인,사진,호텔,곤돌라,세계여행,해외여행,혼자여행,자유여행,미국여행,여행,미니게임,게임기,포커게임,게임,마커,술자리,카드,캐쉬,리워드,물가,술값,달러,센트,크레딧,가성비,영업,메뉴,칵테일,생맥,생맥주,맥주,와인,드링크,위스키 칵테일,바테이블,테이블,루카,바텐더,라스베이거스,카지노,술집,성지,베네시안 호텔,미국,한복판,칵테일바","차분한 분위기,사람 많다,선호하다,금액 즐기다,비싸다,저렴하다,추천하다,즐기다,유쾌하다,취향 맞다,종류 다양하다,무난하다,다양하다,수익 내다,즐겁다,장점 있다,좋다,마시기 좋다,퀄리티 좋다,찾기 힘들다,화려하다,세련되다,가볍다"
14131480281,BL000000014131480281,잭슨 바비큐 미아점,https://blog.naver.com/gopdmz33/224069792726,블로그,네이버블로그,Enjoy My Hobbies,2025-11-09,긍정,"미아삼거리역맛집,바비큐,브리스킷,폭립,훈연삼겹살,잭슨바베큐,풀드포크","지방,아점,방문,근처,숯불,판매,매장,주문,전문,구성,포토,개인적,마커,모임,소고기,고기,삼겹살,야채,할라피뇨,위스키,버번위스키,주류,바베큐,돼지고기구이,돼지숯불구이,플래터,풀드포크,폭립,모닝빵,훈연,테이블,코스트코,플러터,잭슨,특별시,서울특별시,강북구,도봉로,삼거리,백화점,전문점","잘먹다,추천하다,양이 작다,아쉬운 점,콜키지 가능하다,평범하다,잘 어울리다,부드럽다,촉촉하다,맛있는것 같다,맛있다"
14134563252,BL000000014134563252,"[인계동술집] 인계동 위스키바, 칵테일바 ‘그롤라’ 후기",https://blog.naver.com/jiky0802/224070902177,블로그,네이버블로그,지우개 일상,2025-11-10,긍정,"인계동그롤라,인계동위스키바,인계동칵테일바,인계동데이트,인계동2차","화장품,앰플,지방,금요일,오늘,지금,오랜만,시간,후기,친구,인계,동선,추천,외관,유리,방문,좌석,다찌석,소규모,혼술,손님,추위,메뉴판,종류,마크,주문,알코올,모어,목넘김,도전,다음,마실,대형,사각,우디향,허니,구현,설명,중간층,예비,기본,중간,사진,경기,마커,소개팅,데이트,메뉴,무알콜,꿀향,음식,위스키향,소금,초콜릿,위스키,온더락,칵테일,기본안주,프레첼,안주,샤드,통유리,테이블,행거,담요,미니바,우리집,메이커스 마크,달모어,엘리시아,스트레이,우디,사장,예비신부,신부,인계동,술집,위스키바,칵테일바,경기도,수원시,수원,팔달구,타워","인테리어 잘하다,분위기 좋다,좋아보이다,별로다,잘먹다,비싸다,뭉치다,좋다,넘나 좋다,잘모르다,가깝다,힘들다,안좋다,멋있다,아늑하다,못하다,찰떡이다,부드럽다,향 부드럽다,입맛 맞다,목넘김 부드럽다,맛있다,화장품맛,조용하다"
14137806982,BL000000014137806982,[제주 술집 추천] 자유의지 : 원조 혼술바에서 친구만들기,https://blog.naver.com/hei-hey/224072110554,블로그,네이버블로그,순간의 일기쨩,2025-11-11,긍정,"왓츠인마이블로그,2025블로그챌린지,제주혼술바,제주혼술바추천,제주혼술바후기,제주혼술바자유의지,자유의지제주,자유의지후기,자유의지,제주자유의지,제주자유의지후기,제주자유의지예약,제주자유의지메뉴,제주자유의지평일,제주자유의지혼술,제주공항혼술바,제주혼술,제주혼술자유의지,제주혼술집,제주혼술추천,제주혼술후기,제주술집,제주추천맛집,제주추천장소,제주술집추천,제주존맛,제주핫플,제주핫플술집,제주핫플추천,제주가볼만한곳","원숭이,숄더,주말,평일,요일,새벽,추천,자유의지,원조,혼술,친구,소개,혼자,방문,예약,사람,주문,확인,대표,첨부,알코올,종류,기준,입구,대기,빈자리,손님,재미,옆자리,사각,패드,취향,마실,TMI,정보,꿀팁,리뷰,공짜,요약,가능,이성,동성친구,초콜릿,위스키하이볼,위스키,온더락,칵테일,안주,기본안주,메뉴,무알콜,얼음,겉옷,가방,테이블,바테이블,옷걸이,모니터,노래,투어,여행,공책,밸런스게임,마커,워크인,직원,장님,시조새,디엠,지구,닭다리과자,인스타그램,NAVER,빵빵이,나나코,제주특별자치도,술집,부산,지점,제주시,공항,골목,가게","괜찮다,부담 없다,부끄럽다,가깝다,다양하다,질리다,좋다,간단하다,어색하다,친구 재밌다,재미있다,즐기다,친절하다,세심하다,예쁘다,얼굴맛집,조용하다"
14138977678,BL000000014138977678,"[구월동 맛집] 구월동 술집 | 구월동 혼술, 미스타교자 인천구월점",https://blog.naver.com/svvimmin9/224072599779,블로그,네이버블로그,@svvimmin9,2025-11-11,긍정,"왓츠인마이블로그,2025블로그챌린지,구월동술집,구월동맛집,구월동혼술,구월동미스타교자,미스타교자","오늘,매일,혼술,박수,소개,간술,추천,라스트오더,도보,가능,외관,기분,내부,일본풍,가격,리뷰이벤트,참여,상품,리뷰,기회,갈증,해소,사용법,사용,제조,명물,정석,압승,최고,혼자,로데오,인형,게임,마커,메뉴,겉바속촉,레시피,별미,마라맛,완두콩,완두,시즈닝,생맥,맥주,야끼교자,야끼소바,바지락볶음,볶음,교자,안주,일식,테이블,물수건,그릇,미스타교자,기린 생맥주,한국인,구월동,맛집,술집,인천광역시,구월,광역시,인천 남동구,예술회관역,일본,사천,대한민국,궐동,이자카야","저렴하다,가득하다,가깝다,따뜻하다,혜택 받다,어렵다,다양하다,배부르다,마라맛,메뉴 다양하다,귀엽다,생각 어렵다,깔끔하다,시원하다,맛집,맛있다,바삭바삭하다,잘튀기다,매콤하다,새콤하다"
14141739764,BL000000014141739764,서래마을 2차 술집 베스퍼 분위기 위스키 바,https://blog.naver.com/kizaki56/224072813510,블로그,네이버블로그,몽몽의 먹어야 사는 블로그,2025-11-12,긍정,"베스퍼,서래마을술집,서래마을2차술집,서래마을베스퍼,서래마을위스키,서래마을바,서래마을위스키바","영업시간,오전,새벽,보관기간,분위기,근처,방문,소개,전문,이웃,감성,공간,대화,위치,연계,주차,유료주차,이용,참고,외관,낮술,내부,단체,요청,숙성,이야기,기억,메뉴판,판매,전천후,선택,구성,매장,준비,나라,보관,무제한,제한,제조,본격적,대표,마크,매력,시작,주문,다음,총평,사진,마커,영업,다이닝,점심메뉴,메뉴,식사,올리브,과일,감자칩,위스키,칵테일,주류,미트볼,술안주,샐러드 파스타,스테이크,안주,기본안주,인테리어,테이블,바테이블,오크통,보틀,주소,전화번호,메이커스 마크,바텐더,주민,서래마을,술집,위스키바,특별시,서초구,서울특별시,사평대로,골목,식당,유료주차장,동네","분위기 좋다,인테리어 좋다,모던하다,스타일 즐기기좋다,인기 있다,특별하다,유명하다,다채롭다,좋게 보다,만족하다,종류 많다,서비스 친절하다,좋다,다양하다,간단하다,엄청나다,여유롭다,즐기다,와인 좋다,느낌 예쁘다,예쁘다,신기하다,맛있다,곁들이기좋다,위스키 즐기다,당도 높다,조용하다"
14142721360,BL000000014142721360,"[부천 술집] 오늘의위스키 중동점,",https://blog.naver.com/buzzingbuzzing/224073927403,블로그,네이버블로그,kiki,2025-11-12,긍정,"오늘의위스키중동점,상동역술집,부천시청역술집,중동이자카야,부천와인바,부천술집,부천술집추천,중동술집,중동핫플,오위,오늘의위스키,오늘의위스키후기,부천이자카야,부천데이트,부천와인바추천,부천위스키바,부천위스키바혼술,부천혼술,분위기좋은바,부천데이트코스,상동술집,상동위스키,부천시청위스키,부천시청위스키바,위스키바,부천시청역핫플,부천시청핫플,부천술집리뷰,부천바,중동와인바","크림,오늘,영업시간,월요일,요일,새벽,예전,오랜만,근처,방문,후기,체험단,기회,진행,리뷰,휴무,운영,위치,외관,내부,입구,확인,느낌,분위기,종류,메뉴판,선택,겸비,구비,알코올,취향,주문메뉴,주문,추가주문,제공,참여,미니,변경,가능,왼쪽,오른쪽,기억,정석,처음,적응,추가,총평,생각,혼자,네온사인,형성,라인업,설명,추천,드립,이상,경기,모금,금액대,금액,가성비,고가,영업,메뉴,단맛,알콜맛,얼음,건빵,생크림,바나나,위스키,하이볼,맥주,테킬라,와인,음료수,버번위스키,온더락,안주류,안주,츄러스,기본안주,입간판,간판,조명,블라인드,코스터,플레이트,오크통,주소,이마트,짐빔하이볼,와일드 터키,벤로막,NAVER,부천시,술집,중동,부천시청역,위스키바,상동역,이자카야,와인바,원미구,경기도,출구,가게","좋아보이다,마음에 들다,먹어보고 싶다,추천 해주다,편하다,부실하다,알맞다,깔끔한 느낌,가볍다,향 좋다,은은하다,짭짤하다,맛있다,단맛,달달하다,분위기 좋다,분위기 있다,금액 부담스럽다,저렴하다,합리적 금액,합리적 가격,좋다,세련된 느낌,꺼리다,큰 장점,다양하다,선택 좋다,간단하다,취향 맞다,즐기다,잘모르다,궁금하다,낯설다,잘하다,편안하다,친절하게 설명하다,기분 좋다,잘 나오다,솔직하다,비율 완벽하다,강렬하다,못하다"
14142920580,BL000000014142920580,용리단길 술집 이자카야 '핫피엔도' 고등어 봉초밥 맛집,https://blog.naver.com/bbyela5221/224073992126,블로그,네이버블로그,Justin MIN,2025-11-12,긍정,"용리단길술집,용리단길이자카야,삼각지역맛집,삼각지역회식,핫피엔도,민스타","입안,운영시간,평일,주말,오랜만,오늘,브레이크타임,저녁,오후,오늘자,후기,작성,현생,일상글,소개,방문,느낌,도보,커플,웨이팅,내부,마련,혼술,멤버,모습,인상적,표정연기,대박,분위기,참고,테이블석,주문,메뉴판,좌석,매장,시그니처,허니,손님,생각,시작,동영상,사이드,합격,계속,다음,준비,도수,비주얼,개인적,개인,집게,이름,맛도리,뿌리,옆면,최대,제거,남녀노소,행복,브이로그,인증샷,장소,옆자리,삼각,지역,회식,초밥밥,사시미,전복,생선,와사비,마늘,실파,하이볼,주류,자몽하이볼,사이다,고등어봉초밥,전복내장파스타,안주,프라이,초밥,감자튀김,맥주안주,가니쉬,사이드 메뉴,저녁식사,일본식,메뉴,음식,시그니처 메뉴,내부인테리어,테이블,창틀,조명,바테이블,엔틱,양초,접시,주소,전화번호,셋팅,맛집투어,블로그,블로그 포스팅,마커,데이트,소개팅,비리,이직,인용,안정기,봉초밥,산토리 위스키,산토리,슬램덩크,한강,용리단길,술집,이자카야,맛집,서울특별시,용산구,국립중앙박물관,일본,삼각지역,출구,성지,창가,특별시","유명하다,술 좋아하다,괜찮다,잘먹다,마시고 싶다,강추,추천하다,자극적이지 않다,자극 적다,편하다,약하다,깔끔하다,가볍다,걸쭉하다,사르르 녹다,맛집,맛있다,맛있는 곳,고소하다,맛이 없다,조용하다,유니크하다,두툼하다,든든하다,정신 없다,가깝다,사진 찍기 좋다,좋다,데이트 좋다,다양하다,괜찮아 보이다,좋아하다,먹고 싶다,느끼하지않다,제대로이다,싫어하다,행복하다,아늑하다,밝다,인상적이다,신기하다,짝꿍 좋아하다,넉넉하다,돋보이다,힙하다"
14145399529,BL000000014145399529,서귀포 술집 모르는 곳 제주혼술바 특별한 칵테일과 안주,https://blog.naver.com/jejuoj/224074858583,블로그,네이버블로그,제주를 탐방하는 요망진 여행가,2025-11-13,긍정,"모르는곳제주혼술바,서귀포술집,제주도술집,제주도혼술,제주도혼술바,서귀포혼술,서귀포혼술바,제주칵테일바,서귀포칵테일바,제주칵테일,서귀포칵테일","입안,오늘,지금,사계,영업시간,월요일,요일,화요일,일요일,직후,혼술,공간,분위기,시작,외관,초록색,불빛,검은색,위치,주차,주차정보,사용,단축,라스트오더,정규,내부,감각,배치,사람,준비,메뉴판,큐알코드,확인,취향,최고,반입,가격,주문,마크,에메랄드빛,매장,시그니처,베이스,수제,탄산감,탄산,처음,반신반의,순간,선사,단짠,폭발적,생각,완벽,시너지,추가,퍼펙트,알코올,일품,노랫소리,종류,주재료,특징,관리,에어링,마실,오크향,지속적,지속,느낌,오른쪽,노란색,혼자,방문,조합,옥수수,치즈,오징어젓갈,크림치즈,귤청,청귤청,시럽,민트,청귤,시트러스,바닐라,크래커,카라멜,칵테일,위스키,맥주,테킬라,주류,와인,청귤에이드,럼주,버번위스키,안주,술안주,미식,메뉴,외부음식,음식,민트향,풍미,식감,감칠맛,단맛,인테리어,테이블,바테이블,아로마,그릇,식기,대문,화장실,콜키지,차량,탐방,여행,마커,단체 모임,생산,열감,카타르시스,페어링,알코올 도수,아지랑이,메이커스 마크,하나로,사장,서귀포,술집,제주특별자치도,칵테일바,산방산,가게,서귀포시,안덕면,건물주차장,미국","분위기 편안하다,분위기 좋다,잔잔하다,특별하다,영롱하다,밸런스 좋다,풍성하다,쉽다,여유롭다,편안하다,좋다,즐기다,소통 있다,소통하다,다양하다,프레시하다,안주 괜찮다,놀랍다,위스키 좋다,기분 좋다,진하다,어색하다,궁금하다,감동하다,민트 상쾌하다,행복하다,모임하기 좋다,서비스 제공되다,잘되다,편하다,훌륭하다,장엄하다,멋들어지다,빛나다,신비롭다,감각적이다,위트 있다,아름답다,인상 깊다,못하다,상큼하다,조화롭다,반짝이다,강렬하다,친절하다,멋있다,감정적이다,어울리다,잘 어울리다,상쾌하다,부드럽다,뜨겁다,은은하다,향기 풍성하다,청량하다,향 인상 깊다,향긋하다,맛있다,달달하다,쫀득하다,바삭하다,풍미 느끼다,감칠맛,단맛,고소하다,맛깔나다,풍미 적다,풍미 편안하다"
14168814260,BL000000014168814260,대구 소고기 맛집 수성구 마블드한우 들안길점,https://blog.naver.com/dlwngml5351/224082574346,블로그,네이버블로그,문별의 지구별여행,2025-11-21,긍정,"대구소고기맛집,대구수성구한우맛집,마블드한우,수성구룸,들안길맛집","머리,영업시간,매일,오후,주말,브레이크타임,시간,오전,평일,생일,기념일,오늘,예약,기념,프라이빗,선도,프라이버시,보장,일행,후기,방문,위치,주차,매장,마련,기준,참고,내부,인기,실감,단백질,보충,시스템,판매,회식,근처,생각,공간,장점,테마,기대,현수막,대박,특별한 날,세팅,센스,정보,주문,제공,가심비,완료,수준,리필,수준급,도착,최대,동시,수용,모습,고급,으뜸,구성,특수,사전예약,필수,모양,본격적,화력,완성,설치,환경,맛도리,추가,즉석,사이즈,추천,소개,형태,특별,대구,소고기,고기,한우,갈빗살,갈비,새우살,새우,살치살,시즈닝,양념장,궁채,샐러드,야채,양파,당근,얼그레이하이볼,주류,외식,케이크,한우된장찌개,물냉면,냉면,반찬,궁채장아찌,단호박 샐러드,맛탕,김치,겉절이,한우구이,가니쉬,야채구이,된장찌개,살얼음,정육코너,메뉴,입맛,불향,식감,구이용,마늘향,얼음,식후,토퍼,환기구,앞접시,주소,포장,배달,콜키지,빔프로젝트,크루즈,사진,여행 인플루언서,파티용품,마커,모임,생일파티,영업,가성비,회사,서버,안동갈비,마블,삼성 라이온즈,한정수,선수,주인공,맛집,수성구,들안길,대구 수성구,수성못,주차공간,정육식당,프라이빗룸,파티룸,경북 안동,광역시,대구광역시","인기 좋다,마음에 들다,가성비 즐기기좋다,가성비 좋다,추천하다,좋다,즐기다,제대로이다,기대만발,특별한 날,스페셜하다,고기 좋다,괜찮아 보이다,먹고 싶다,파티 즐기다,퀄리티 좋다,고급스러운 분위기,널찍하다,돋보이다,꾸미다,친절하다,예쁘다,쾌적하다,사르르 녹다,은은하다,향 끝내주다,맛집,꿀맛,양념 맛있다"
14170989355,BL000000014170989355,"호주여행) [3일차 멜버른] - 세븐시즈, 위스키주문 팁, 퍼핑빌리&필립아일랜드",https://blog.naver.com/pharmcu_/224081158962,블로그,네이버블로그,팜구의 블로구,2025-11-21,긍정,"호주여행,멜버른여행,퍼핑빌리,필립아일랜드,미스마플,호주스콘맛집,멜버른","유칼립투스,코알라,동물,쿼카,딩고,멍멍이,늑대,시고르자브종,타조,캥거루,다리,알파카,화식조,가시두더지,생쥐,펭귄,일차,오늘,아침,종종,주말,공휴일,summer,하루,VIP석,주문,후기,갓생,날씨,예측불가,불가,테토남,나라,도착,내부,안내,포장주문,여자친구,흰색,변경,온라인 주문,다음,귀국,사이트,검색,팝업,고객센터,주기,온라인,인기제품,품절,수령,케이스,확인,안내문,일정,지연,걱정,기준,생각,우드,배치,마스터,실수,일반,신용카드 결제,완료,예약,가이드,중간,건물,이름,느낌,사람,웨이팅,메뉴판,기억,마실,플레인,혼합,재질,주변,크기,풍경,추위,증기,외국인,하늘,가루,근처,방문,구경,애니멀,소규모,입장,매니아,패스,국조,얼빡샷,대조적,공작,처음,관종,계속,구도,만족,먹이,헐레벌떡,미식가,공격,컬러풀,이동,시력문제,금지,제재,센터,대기,서식,로컬,나무,나이,아줌마,후레쉬,제지,홈페이지,개인,귀가,마무리,리뷰,백설기,식빵,우유,닭다리,라즈베리잼,생강,과일,건포도,포도,위스키,커피,차이티라떼,라떼,플랫화이트,두유,버번,TEA,롱블랙,밀크티,맥주,스콘,브렉퍼스트,잉글리쉬 브랙퍼스트,파이,커피맛,식사,메뉴,음식,식감,미식,우비,우산,마루,울타리,바닥,픽업지,인터넷,배송,픽업,비콘,플래시,car,증기기관차,기차,사진,그림,호주여행,호텔예약,호텔,체크인,투어,퍼레이드,숙소,여행,블로그,마커,동화,도장,먹방,면세,결제,해외결제,카드,수수료,MOU,석탄,사망,직원,이력,유당불내증,알비노,바틀샵,와일드 터키,부커스,노비스,포드,포니,퍼핑,필립,주인장,셀러,한국인,형님,할아버지,중국인,멜버른,아일랜드,오스트레일리아,카페,우리나라,미국,면세점,대한민국,시드니,동화마을,산골마을,방문자센터,동물원,공원,시골,빅토리아주,명당,서식지,중국","사람 많다,인기 있다,유명하다,좋게하다,종류 많다,저렴하다,쿠폰 뜨다,비싸다,비싸게 사다,구매하다,사고싶다,추천하다,가능하다,좋다,잘모르다,따뜻하다,절망하다,다양하다,조마조마하다,여자 미스다,조심하다,깜빡하다,퍽퍽하다,구멍 나다,부담스럽다,이상하다,힘들다,잘 나오다,당황하다,재미있다,쌀쌀하다,문제 있다,서럽다,아쉽다,무섭다,택배 가능하다,강렬하다,이국적이다,친절하다,신기하다,독특하다,못하다,경치 좋다,귀엽다,난폭하다,순둥순둥하다,귀하다,멋있다,관종,고고하다,생기롭다,잘 어울리다,깔끔하다,부드럽다,묻어나다,맛있다,맛 무난하다"
14173113173,BL000000014173113173,110,https://blog.naver.com/ynaxx0/224084239983,블로그,네이버블로그,유나네,2025-11-22,긍정,"일상일기,일상,홍대맛집,홍대백해,홍대술집,홍대밤말,홍대자연도소금빵,홍대연남주막,연남주막,연남자연도소금빵,연남동밤말,불오징어볶음면,환연모임,환승연애,멸치쌀국수,집밥일기,기브닝커피,봉순게장,생새우,진도켄,성수진도켄","머리,입술,저녁,오랜만,담날,가을,지금,생일,옛날,깜놀,혼자,뿌리,목적,방치,도리,나눔,낫마스,걱정,선물,죽음,주문,손질,갓성비,준비,습기,중요성,중요,몸통,변경,마무리,잘못,지인,인기,취향,시작,가족,아점,이야기,공간,계획,예정,발견,기회,포기,재탄생,조합,날씨,기본,기억,탑승,이상,약속,토론,사람,주막,방문,친구,후기,세트,대체,매리트,기념,이동,도착,완전체,생각,원픽,호출,근처,식빵,바게트,참치,새우,연어회,해산물,새우회,어묵,소고기,고기,등심,차돌박이,꽃게,명란,스프레드,간장,알룰로스,고춧가루,굴소스,소금,체리,샐러드,양배추,야채,머쉬룸,트러플,감자,두바이 초콜릿,소주,와인,화이트와인,맥주,하이볼,커피,위스키,막걸리,생맥,생맥주,브런치,계란후라이,반숙,돼지고기짜글이,감자짜글이,후식,가지덮밥,덮밥,구이,새우구이,감바스,라면,디저트,어묵탕,김치,게장,육회,비빔냉면,파스타,냉동김밥,김밥,만두,우동,우동국물,국물,닭갈비덮밥,닭갈비,밀키트,쌀국수,오징어볶음,안주,꽃게탕,소금빵,가라아게,음식,한상차림,상차림,푸드파이터,푸드,청바지,바지,우산,냉장고,자취생,공구,설거지,청소,픽업,냉동실,노선,고등학생,오일,블러셔,틴트,조각,사진,월드컵,타구,여행,숙소 예약,지우개,마커,블로그,성수,파티,수다,모임,번개모임,중독,사기,몰카,출근,직원,퇴근,중독자,월파,평양소주,버거킹,본가,요아정,성심당,컵누들,불닭,아사히,자연도소금빵,오드타입,혜인,홍대,승민,민지,언니,어머니,아버지,이자카야,북한,두바이,게장집,카페,맛집,정육식당,쌀국수집,식당,일본,만남의 장소,연남,가게,특별시,서울특별시,마포구,동교로,월드컵북로","이름 모르다,별로다,마음에 들다,마음에 안 들다,레알 별로,안 먹고싶다,잘 안쓰다,강추,푸짐하다,간단하다,먹고 싶다,귀찮다,이상하다,행복하다,아쉬운 마음,극찬하다,빵 터지다,사진 찍기 좋다,좋다,성공하다,기분 상하다,짜증나다,후회하다,재미있다,좋아하다,싫다,축하하다,최애,아쉽다,고맙다,최악,불편하다,신기하다,예쁘다,야무지다,이쁘다,미친놈,맛있다,억지로 먹다,프레쉬하다,맛집,음식 괜찮다,맛있는 곳"
14178714141,BL000000014178714141,일상 소개 너무 힘들다..,https://blog.naver.com/tree222t4/224086148212,블로그,네이버블로그,~.~,2025-11-24,긍정,"왓츠인마이블로그,2025블로그챌린지","등골,여름,시간,지금,일상,소개,마지막,처음,생각,개인적,마커,소개팅,감기,차돌박이,사시미,초코,뭉티기,꼬까옷,정리,설빙,창비,두바이","가고 싶다,추천하다,힘들다,조심하다,맛있다"
14196531471,BL000000014196531471,대구 수성구 들안길 맛집 회식 룸식당 가성비 소고기 마블드 한우,https://blog.naver.com/axax79/224092456113,블로그,네이버블로그,대구 경북 힐링여행담,2025-11-29,긍정,"대구수성구들안길맛집,들안길가성비맛집,수성구룸식당,마블드한우,수성구맛집,들안길맛집","영업시간,브레이크타임,오늘,새해,연말,겨울,회식,소개,운영,기본정보,주차,이중주차,일행,센스,카운터,전달,주변,이용,내부,방문,인증샷,판매대,최상급,제공,주문,방식,예약,상태,대표,특수,프라이빗,공간,맞춤,상차림비,무료,준비,모습,리뷰,활용,자료화면,재료,리필,등장,느낌,고급,참고,필수품,필수,솜씨,양도,화력,표현,깊이,남자,사나이,두부,소고기,고기,한우,대구,갈빗살,갈비,새우살,새우,채끝등심,살치살,된장,궁채,샐러드,채소,위스키,주류,기본찬,기본반찬,궁채장아찌,단호박 샐러드,김치,겉절이,반찬,가니쉬,야채구이,된장찌개,냉면,먹거리,식사,음식,메뉴,상차림,외투,테이블,옷걸이,그릇,태블릿,프로젝터,노트북,크루즈,사진,조각,야구선수,선수단,사인볼,문구,마커,연말모임,가성비,오픈런,룸식당,안동갈비,마블,함장종합사회복지관,삼성 라이온즈,사장,대구 수성구,수성구,들안길,맛집,골목,식당,육가공공장,주차장,주차공간,광역시,대구광역시","유명하다,좋은 자료,잘먹다,추천하다,퀄리티 좋다,연결 좋다,안성맞춤,사르르 녹다,맛집,맛있다,먹음직스럽다,신선하다,맛 남다르다,맛 진하다,구수하다,조용하다,로고 멋스럽다,다채롭다,정갈하다,가성비 좋다,착한 가격,비싸다,여유롭다,여유롭지않다,좋아하다,반갑다,기대되다,취향 맞다,시간 있다,신선한 채소,잘갖추다,쉽다,좋다,기막히다,배부르다,다양하다,등신,비주얼 예쁘다,예쁘다"
